mx,my,mz
-22.80000114440918,35.70000076293945,-22.80000114440918
-22.200000762939453,34.80000305175781,-22.80000114440918
-23.700000762939453,32.10000228881836,-23.400001525878906
-27.30000114440918,28.80000114440918,-24.0
-31.80000114440918,21.0,-23.100000381469727
-38.10000228881836,17.400001525878906,-21.0
-39.900001525878906,14.40000057220459,-21.30000114440918
-41.10000228881836,11.700000762939453,-20.100000381469727
-42.0,9.300000190734863,-15.300000190734863
-42.30000305175781,5.700000286102295,-5.100000381469727
-40.20000076293945,0.6000000238418579,8.700000762939453
-32.10000228881836,0.6000000238418579,11.100000381469727
-28.80000114440918,-0.30000001192092896,12.90000057220459
-26.400001525878906,-3.0,12.600000381469727
-27.600000381469727,-5.400000095367432,11.700000762939453
-28.500001907348633,-8.100000381469727,12.0
-28.200000762939453,-15.600000381469727,10.5
-28.500001907348633,-19.200000762939453,8.100000381469727
-29.400001525878906,-21.0,6.600000381469727
-30.000001907348633,-21.900001525878906,4.800000190734863
-29.700000762939453,-22.80000114440918,5.400000095367432
-28.80000114440918,-24.30000114440918,5.400000095367432
-27.30000114440918,-25.500001907348633,4.5
-27.000001907348633,-26.100000381469727,5.100000381469727
-26.400001525878906,-26.100000381469727,5.700000286102295
-25.80000114440918,-26.700000762939453,5.400000095367432
-24.900001525878906,-28.200000762939453,4.200000286102295
-24.900001525878906,-28.80000114440918,3.9000000953674316
-24.900001525878906,-27.900001525878906,3.0
-25.200000762939453,-28.200000762939453,3.0
-26.700000762939453,-27.900001525878906,1.5
-27.000001907348633,-27.600000381469727,1.2000000476837158
-27.600000381469727,-28.200000762939453,0.30000001192092896
-27.900001525878906,-28.200000762939453,-2.4000000953674316
-28.80000114440918,-27.30000114440918,-8.100000381469727
-31.500001907348633,-26.100000381469727,-14.700000762939453
-33.60000228881836,-23.400001525878906,-19.80000114440918
-35.400001525878906,-21.30000114440918,-28.200000762939453
-35.10000228881836,-21.30000114440918,-34.80000305175781
-30.600000381469727,-21.900001525878906,-38.10000228881836
-26.700000762939453,-18.900001525878906,-42.0
-25.80000114440918,-14.700000762939453,-45.60000228881836
-24.30000114440918,-11.40000057220459,-49.80000305175781
-21.600000381469727,-7.200000286102295,-51.30000305175781
-19.80000114440918,-3.3000001907348633,-51.900001525878906
-20.400001525878906,3.9000000953674316,-48.60000228881836
-26.700000762939453,7.500000476837158,-47.400001525878906
-29.700000762939453,10.5,-42.900001525878906
-33.30000305175781,12.300000190734863,-39.900001525878906
-35.400001525878906,13.800000190734863,-37.20000076293945
-36.30000305175781,15.600000381469727,-30.30000114440918
-38.70000076293945,16.80000114440918,-30.30000114440918
-38.400001525878906,18.0,-29.400001525878906
-38.400001525878906,18.30000114440918,-27.600000381469727
-38.400001525878906,18.900001525878906,-25.500001907348633
-38.70000076293945,21.600000381469727,-20.700000762939453
-37.5,22.80000114440918,-16.5
-36.0,24.600000381469727,-13.500000953674316
-34.20000076293945,25.200000762939453,-12.300000190734863
-32.70000076293945,26.400001525878906,-10.200000762939453
-30.900001525878906,28.500001907348633,-8.40000057220459
-28.200000762939453,30.30000114440918,-6.0
-24.30000114440918,31.200000762939453,-5.700000286102295
-21.600000381469727,32.10000228881836,-3.9000000953674316
-19.200000762939453,31.500001907348633,-1.5
-17.700000762939453,29.400001525878906,0.6000000238418579
-17.700000762939453,26.700000762939453,3.3000001907348633
-18.30000114440918,20.700000762939453,10.200000762939453
-16.80000114440918,17.100000381469727,12.600000381469727
-15.600000381469727,13.500000953674316,15.300000190734863
-13.200000762939453,8.100000381469727,18.30000114440918
-11.700000762939453,3.0,20.100000381469727
-10.200000762939453,-1.5,21.600000381469727
-6.900000095367432,-5.400000095367432,22.200000762939453
-3.3000001907348633,-10.800000190734863,21.30000114440918
-1.5,-28.80000114440918,15.000000953674316
-1.2000000476837158,-32.400001525878906,11.100000381469727
3.9000000953674316,-36.0,7.800000190734863
2.1000001430511475,-39.0,2.4000000953674316
-1.5,-40.80000305175781,-6.600000381469727
-5.100000381469727,-36.900001525878906,-27.30000114440918
-7.200000286102295,-34.5,-30.30000114440918
-12.0,-31.200000762939453,-33.60000228881836
