mx_cal,my_cal,mz_cal
-864.785440450539,415.090657488304,-70.35422222419554
-909.6361945720436,340.42284936774155,-81.99649444908675
-940.3731880354363,275.608404548261,-54.274301006883334
-965.8631175532629,224.1178474221277,67.95231540145981
-979.6001200411268,151.73943501443296,329.13001740838183
-935.1826000567188,47.96369355684862,680.5287989187015
-733.0989973708269,51.35582073201494,738.2144902932391
-651.226597493811,31.799460145471286,781.7524751097453
-590.5278369231745,-35.724254508251015,767.9509060854704
-619.9590839804182,-96.55914566435602,741.2153845537973
-642.5870552083859,-162.87265426325868,745.1978438137977
-633.5889834807757,-351.1007890800847,693.4359413918268
-639.3693212909701,-444.18024072818355,624.9101467300468
-660.9217994711987,-491.1618133348998,583.2707699682024
-674.8053565849839,-516.3675305160931,535.0705029845831
-667.5822897636193,-537.6913613312834,549.1025793817133
-644.8581442698775,-574.9012396224392,546.0698417083238
-606.5046426736443,-606.2008582679383,519.6008444534986
-599.302028814527,-620.0949269488334,534.1258180374409
-584.5994844403222,-619.1499731633671,549.4470959005847
-569.28780090816,-634.5431396143123,540.232356702377
-545.8058824811465,-673.7245440912957,505.7992897672042
-545.575629789825,-689.0769012347932,496.96343733674445
-545.0685138356218,-668.2663570763555,474.8918283993846
-552.5888006959096,-675.6756664716784,474.58839080969915
-589.3655420984513,-670.6083374077339,436.7780696822654
-596.7372429754155,-663.6510530144508,429.61031485791
-611.2094867533909,-679.9483639752171,405.4531849195301
-617.0452367064722,-684.363894056082,334.9918740295723
-636.1291507069453,-671.3782423114764,187.88725263973362
-699.9094320980191,-652.3190464544546,18.861921873107743
-749.6575220394229,-593.687634623009,-108.82747285501635
-789.740187995473,-555.3577520978347,-324.0429715431275
-778.0317433055474,-566.2215561926454,-496.9343126061882
-662.7963512471262,-586.8087977582892,-587.1126258696196
-562.5084081237485,-519.1841866343956,-686.6975982353202
-537.8986302496767,-421.1437045883049,-774.5666464336595
-497.7673220102929,-346.4190054003331,-879.9933544130149
-429.2393558706083,-245.0507879518506,-914.0484188643464
-383.88148606358016,-149.5724466986785,-924.4777438828575
-401.53650371784164,34.20365540890941,-825.9187984186831
-560.8940369407535,125.76048456047313,-784.6255560276118
-639.3468385289236,207.6550723204123,-660.0510544810062
-731.8522840657375,257.4071464105965,-576.3196081805332
-786.4442331512553,299.1345790635658,-501.87832614365385
-813.5460260592488,355.11047183074777,-317.8007933563409
-873.9532721524128,384.99265921174646,-314.31372094158894
-867.0625287378294,416.16980204424857,-288.98139839658825
-868.2195937596615,426.55685489438423,-241.38798356680542
-869.5865049475549,444.8664989663805,-185.4516746757861
-880.3419310231568,519.6405790007539,-55.22493219452501
-852.9128941261575,556.1782547971654,55.89001187099223
-817.2262008200101,605.5834246535973,136.40089472626005
-772.7805390829782,622.2919998189737,167.65035372031917
-736.4847070497145,655.359097459378,223.62523512526434
-692.5199546819605,710.2020993291031,273.0392543968349
-626.2915141308316,758.5398898279689,337.0922365178307
-528.5129425582558,781.0566998684195,343.95819465856476
-461.84440147280156,806.1195845384111,390.8323585572905
-402.99346291219376,795.0399253880863,451.13171981535714
-366.47318012922346,746.3799339969083,501.6849170640413
-367.9945277868259,683.9482540887719,567.8997376231208
-387.02506123285514,546.730684127281,738.9729288209573
-350.5921982536147,461.4149093001501,794.911790903067
-321.8894701722597,376.6124446185271,858.8901858877866
-263.09094441552554,247.64281934073006,927.0036304213497
-226.17717146478313,124.19261624242188,964.7779072712042
-189.1147650398382,15.109007978111743,995.6878843979986
-106.280557803625,-80.71620902768092,1002.8967239079235
-14.856419597365058,-216.1749031411736,968.2012946962917
35.590436116254835,-672.4318417894573,772.6399761227523
45.83876404472596,-768.0165124844721,664.4848514708979
176.3595798886255,-862.9418463311756,568.9988147256527
134.72934253965053,-945.9886166826649,423.9051513953647
50.04653768602977,-1005.1086833642596,187.7186565113452
-27.635674191620893,-942.2860957976675,-345.2563462807337
-78.68945077315165,-887.634178745547,-418.4880236234698
-197.48138797639837,-811.0023614920887,-496.38618411065704
